Hazard Type,Date & Time,District,Latitude,Longitude,Attribute 1,Attribute 2,Attribute 3,Attribute 4,Attribute 5,Attribute 6,Attribute 7,Attribute 8,Attribute 9,Source,Magnitude,Depth (km),Intensity,Seismic Wave Data,Aftershocks,Casualties & Injuries,Infrastructure Damage,Response & Recovery Measures
Flood,2013-02-13 18:19:56,Diamer,36.2743,75.8826,River Flood,314.2,3610.4,3.6,"Area:5.7 sq km, Population:9189","Infrastructure:339176, Crops:2159, Livelihoods:5774",4,Evacuated:8209,No,Hydrological Department Report,,,,,,,,
Flood,2018-03-09 13:03:04,Diamer,36.3919,74.8534,River Flood,371.2,4877.0,2.7,"Area:33.8 sq km, Population:5495","Infrastructure:274738, Crops:2974, Livelihoods:8402",11,Evacuated:351,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-03-30 12:51:30,Diamer,36.6593,76.3638,River Flood,95.5,4896.2,3.9,"Area:30.6 sq km, Population:9965","Infrastructure:179217, Crops:3329, Livelihoods:28922",25,Evacuated:893,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-01-03 12:36:11,Diamer,35.4294,74.7997,Flash Flood,457.3,4774.2,9.0,"Area:45.2 sq km, Population:7196","Infrastructure:132559, Crops:3227, Livelihoods:13914",20,Evacuated:736,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-04-30 07:53:17,Diamer,36.4744,76.8765,Flash Flood,273.3,2021.3,5.0,"Area:38.5 sq km, Population:9042","Infrastructure:491279, Crops:98, Livelihoods:26792",8,Evacuated:7881,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-02-12 23:02:05,Diamer,35.4603,74.057,Urban Flood,458.3,4894.4,9.1,"Area:47.7 sq km, Population:6208","Infrastructure:320325, Crops:2988, Livelihoods:22760",10,Evacuated:9019,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-03-05 18:49:26,Diamer,35.5325,75.7232,River Flood,182.3,3160.1,9.1,"Area:48.5 sq km, Population:963","Infrastructure:54793, Crops:1588, Livelihoods:50",22,Evacuated:8456,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-01-01 18:19:51,Diamer,36.3277,75.9711,River Flood,223.9,4799.7,6.3,"Area:26.9 sq km, Population:1267","Infrastructure:326362, Crops:2803, Livelihoods:17302",20,Evacuated:2522,No,Hydrological Department Report,,,,,,,,
Flood,2013-11-03 02:20:42,Diamer,36.464,76.7197,River Flood,170.5,233.4,6.6,"Area:42.4 sq km, Population:160","Infrastructure:71078, Crops:9657, Livelihoods:21270",10,Evacuated:408,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-06-11 23:33:15,Diamer,35.6856,75.0861,Urban Flood,467.1,1066.0,8.2,"Area:12.7 sq km, Population:8384","Infrastructure:315064, Crops:2185, Livelihoods:24163",24,Evacuated:1450,No,Hydrological Department Report,,,,,,,,
Flood,2016-08-23 03:08:50,Diamer,36.289,76.6092,Flash Flood,289.7,4116.0,7.3,"Area:25.4 sq km, Population:8439","Infrastructure:31410, Crops:9549, Livelihoods:13455",16,Evacuated:1008,No,Hydrological Department Report,,,,,,,,
Flood,2020-01-09 15:46:38,Diamer,35.6416,75.1721,Urban Flood,443.1,4838.5,8.5,"Area:4.5 sq km, Population:9881","Infrastructure:396767, Crops:7402, Livelihoods:7516",7,Evacuated:9529,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-10-07 05:00:48,Diamer,36.8849,76.7026,River Flood,423.1,3698.5,9.8,"Area:16.1 sq km, Population:9480","Infrastructure:291659, Crops:6795, Livelihoods:11626",25,Evacuated:5475,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-04-13 21:35:09,Diamer,35.9591,74.227,Flash Flood,328.2,2016.3,1.3,"Area:29.3 sq km, Population:6827","Infrastructure:44576, Crops:249, Livelihoods:21255",18,Evacuated:2956,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-07-16 09:37:08,Diamer,35.6342,74.7438,River Flood,361.3,4439.8,4.0,"Area:31.3 sq km, Population:8400","Infrastructure:279266, Crops:863, Livelihoods:7469",7,Evacuated:8949,No,Hydrological Department Report,,,,,,,,
Flood,2017-02-12 20:48:34,Diamer,36.2557,76.1365,Urban Flood,305.0,3768.8,3.1,"Area:30.2 sq km, Population:8507","Infrastructure:315704, Crops:5842, Livelihoods:31363",25,Evacuated:5553,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-09-03 17:32:27,Diamer,35.7325,75.9034,Flash Flood,442.2,1055.3,4.1,"Area:11.6 sq km, Population:2181","Infrastructure:140659, Crops:9076, Livelihoods:2489",21,Evacuated:4175,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-07-27 22:17:18,Diamer,36.0483,76.0619,Flash Flood,212.9,3285.7,8.5,"Area:39.6 sq km, Population:4745","Infrastructure:453122, Crops:5300, Livelihoods:24268",3,Evacuated:9716,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-10-17 15:42:38,Diamer,36.73,75.0863,River Flood,342.0,4213.5,4.7,"Area:23.8 sq km, Population:7784","Infrastructure:90819, Crops:3274, Livelihoods:35430",12,Evacuated:1265,No,Hydrological Department Report,,,,,,,,
Flood,2016-03-16 14:01:49,Diamer,35.3269,76.2502,Flash Flood,349.2,1333.9,7.1,"Area:23.2 sq km, Population:3399","Infrastructure:75216, Crops:8507, Livelihoods:3647",22,Evacuated:4886,Yes,Hydrological Department Report,,,,,,,,
Flood,2022-12-17 23:46:42,Diamer,35.003,75.2157,River Flood,168.1,2068.0,7.3,"Area:0.6 sq km, Population:8933","Infrastructure:384105, Crops:7505, Livelihoods:32922",3,Evacuated:2013,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-03-24 06:57:58,Diamer,35.2129,76.6568,River Flood,490.5,1108.8,7.3,"Area:14.0 sq km, Population:7676","Infrastructure:474020, Crops:5175, Livelihoods:40013",16,Evacuated:2610,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-10-19 07:36:57,Diamer,36.9191,75.7098,Flash Flood,161.3,1446.1,4.9,"Area:38.1 sq km, Population:1078","Infrastructure:465793, Crops:3804, Livelihoods:28290",1,Evacuated:9425,No,Hydrological Department Report,,,,,,,,
Flood,2013-09-14 07:53:37,Diamer,36.175,74.0727,Urban Flood,339.5,266.8,5.0,"Area:30.2 sq km, Population:2784","Infrastructure:129571, Crops:8756, Livelihoods:44922",3,Evacuated:1728,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-01-07 20:01:54,Diamer,35.3063,75.2146,Flash Flood,284.7,3606.0,7.8,"Area:32.5 sq km, Population:9209","Infrastructure:452859, Crops:6402, Livelihoods:24501",8,Evacuated:2388,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-01-26 09:57:10,Diamer,35.3106,75.0882,Flash Flood,450.6,2237.2,7.0,"Area:6.5 sq km, Population:7677","Infrastructure:485537, Crops:2511, Livelihoods:21745",29,Evacuated:8324,Yes,Hydrological Department Report,,,,,,,,
Flood,2018-11-09 03:33:14,Diamer,35.5184,75.5209,Flash Flood,217.8,1140.3,5.4,"Area:39.3 sq km, Population:4512","Infrastructure:221377, Crops:7661, Livelihoods:35308",12,Evacuated:7435,No,Hydrological Department Report,,,,,,,,
Flood,2013-05-23 18:04:34,Shigar,35.0276,76.1889,Flash Flood,155.2,1114.1,4.6,"Area:26.1 sq km, Population:8013","Infrastructure:188442, Crops:6757, Livelihoods:19665",17,Evacuated:9872,No,Hydrological Department Report,,,,,,,,
Flood,2020-02-28 18:42:36,Shigar,35.4028,76.3912,River Flood,330.5,3505.5,6.9,"Area:17.3 sq km, Population:9771","Infrastructure:32587, Crops:9411, Livelihoods:21451",27,Evacuated:8654,Yes,Hydrological Department Report,,,,,,,,
Flood,2018-02-15 02:41:35,Shigar,36.3761,75.5967,Flash Flood,227.0,2910.1,8.0,"Area:42.0 sq km, Population:6412","Infrastructure:166017, Crops:4618, Livelihoods:1894",6,Evacuated:144,No,Hydrological Department Report,,,,,,,,
Flood,2015-05-26 02:04:23,Shigar,35.1918,75.889,Flash Flood,195.1,3955.5,2.4,"Area:33.8 sq km, Population:3645","Infrastructure:419457, Crops:814, Livelihoods:16854",22,Evacuated:7922,No,Hydrological Department Report,,,,,,,,
Flood,2020-10-02 09:20:30,Shigar,36.7655,74.0238,Urban Flood,373.0,424.7,8.0,"Area:8.5 sq km, Population:7611","Infrastructure:363284, Crops:7554, Livelihoods:844",14,Evacuated:8973,No,Hydrological Department Report,,,,,,,,
Flood,2015-06-02 15:17:42,Shigar,35.4881,74.3073,River Flood,242.8,2833.8,1.2,"Area:9.4 sq km, Population:4680","Infrastructure:398600, Crops:6286, Livelihoods:34232",2,Evacuated:1062,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-06-15 07:48:37,Shigar,36.2537,76.6751,Urban Flood,475.9,907.3,6.4,"Area:44.3 sq km, Population:668","Infrastructure:252238, Crops:8432, Livelihoods:4550",10,Evacuated:8276,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-11-08 11:45:19,Shigar,35.184,76.5301,Flash Flood,269.5,2379.1,5.2,"Area:9.4 sq km, Population:5935","Infrastructure:480282, Crops:4597, Livelihoods:8888",25,Evacuated:2482,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-04-30 12:15:41,Shigar,35.0034,76.5351,Urban Flood,307.5,3711.3,7.7,"Area:48.5 sq km, Population:8142","Infrastructure:454549, Crops:5219, Livelihoods:36305",23,Evacuated:1564,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-08-21 12:39:57,Shigar,35.7512,76.0479,River Flood,128.5,2470.3,7.5,"Area:29.5 sq km, Population:3043","Infrastructure:172074, Crops:1519, Livelihoods:22843",26,Evacuated:5481,No,Hydrological Department Report,,,,,,,,
Flood,2017-04-14 18:21:16,Shigar,36.9865,74.2964,Flash Flood,323.9,2995.9,5.0,"Area:14.0 sq km, Population:4192","Infrastructure:71598, Crops:1533, Livelihoods:28988",13,Evacuated:1265,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-05-24 23:26:25,Shigar,35.8448,75.8021,River Flood,417.8,4088.7,7.7,"Area:31.2 sq km, Population:594","Infrastructure:82504, Crops:3147, Livelihoods:11257",17,Evacuated:5234,No,Hydrological Department Report,,,,,,,,
Flood,2014-07-20 03:41:01,Shigar,35.8302,76.5608,River Flood,176.1,2445.2,8.1,"Area:33.6 sq km, Population:8785","Infrastructure:246945, Crops:8393, Livelihoods:767",7,Evacuated:2279,No,Hydrological Department Report,,,,,,,,
Flood,2016-09-18 14:43:39,Shigar,35.4212,76.3138,Urban Flood,499.8,4663.1,6.7,"Area:26.9 sq km, Population:7800","Infrastructure:137260, Crops:7446, Livelihoods:1039",6,Evacuated:9603,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-04-23 19:49:15,Shigar,36.2562,75.5587,River Flood,260.9,546.3,8.7,"Area:20.3 sq km, Population:7221","Infrastructure:45785, Crops:1962, Livelihoods:18766",29,Evacuated:9973,No,Hydrological Department Report,,,,,,,,
Flood,2016-08-07 05:12:46,Shigar,36.8097,75.2209,Flash Flood,125.0,2537.1,2.8,"Area:22.6 sq km, Population:7365","Infrastructure:82795, Crops:4761, Livelihoods:36690",9,Evacuated:9013,No,Hydrological Department Report,,,,,,,,
Flood,2022-06-28 23:45:03,Shigar,35.4159,75.7421,Flash Flood,91.8,3874.7,8.0,"Area:27.1 sq km, Population:4747","Infrastructure:257763, Crops:2221, Livelihoods:46329",2,Evacuated:1282,No,Hydrological Department Report,,,,,,,,
Flood,2013-09-01 01:37:30,Shigar,36.3638,74.7111,Flash Flood,260.1,2281.1,4.0,"Area:43.5 sq km, Population:2849","Infrastructure:111298, Crops:1413, Livelihoods:47190",30,Evacuated:3522,No,Hydrological Department Report,,,,,,,,
Flood,2020-12-23 00:36:30,Shigar,36.6318,75.4444,Urban Flood,249.5,4691.7,10.0,"Area:18.6 sq km, Population:7728","Infrastructure:31539, Crops:7156, Livelihoods:32649",8,Evacuated:5945,No,Hydrological Department Report,,,,,,,,
Flood,2021-04-17 21:52:42,Shigar,35.9689,75.2717,Flash Flood,312.1,1443.3,2.4,"Area:0.9 sq km, Population:2574","Infrastructure:15492, Crops:6061, Livelihoods:27669",26,Evacuated:3869,No,Hydrological Department Report,,,,,,,,
Flood,2019-10-10 22:51:58,Shigar,36.036,74.5896,Flash Flood,162.6,1192.5,2.4,"Area:4.9 sq km, Population:3532","Infrastructure:182053, Crops:8777, Livelihoods:15942",19,Evacuated:8907,No,Hydrological Department Report,,,,,,,,
Flood,2019-07-16 08:07:06,Shigar,36.9913,75.0778,Urban Flood,68.6,2784.1,5.8,"Area:46.4 sq km, Population:3318","Infrastructure:256764, Crops:2451, Livelihoods:35133",8,Evacuated:9919,No,Hydrological Department Report,,,,,,,,
Flood,2019-12-25 09:32:30,Shigar,36.896,75.3214,Urban Flood,77.9,1349.1,1.4,"Area:36.3 sq km, Population:3603","Infrastructure:246742, Crops:4426, Livelihoods:47617",8,Evacuated:9461,No,Hydrological Department Report,,,,,,,,
Flood,2022-12-12 20:01:48,Shigar,36.5685,75.0305,River Flood,492.2,1296.6,6.4,"Area:32.3 sq km, Population:8053","Infrastructure:117044, Crops:7881, Livelihoods:37104",9,Evacuated:6815,No,Hydrological Department Report,,,,,,,,
Flood,2013-10-03 22:42:45,Shigar,35.7652,76.6167,River Flood,150.7,404.8,5.6,"Area:28.2 sq km, Population:9514","Infrastructure:444997, Crops:3598, Livelihoods:45285",29,Evacuated:4621,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-09-06 02:44:45,Shigar,36.1927,76.61,Flash Flood,116.4,742.8,2.5,"Area:34.9 sq km, Population:6609","Infrastructure:233784, Crops:6592, Livelihoods:39404",23,Evacuated:4849,No,Hydrological Department Report,,,,,,,,
Flood,2021-03-20 12:08:59,Shigar,36.9644,75.4757,Urban Flood,168.9,1524.6,1.0,"Area:33.8 sq km, Population:9717","Infrastructure:365749, Crops:5147, Livelihoods:46618",27,Evacuated:459,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-08-11 11:57:46,Shigar,36.0911,74.7424,Urban Flood,148.8,1014.3,6.9,"Area:34.9 sq km, Population:4625","Infrastructure:137516, Crops:4642, Livelihoods:27277",22,Evacuated:6902,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-05-31 02:03:52,Shigar,35.9614,76.0929,River Flood,119.4,3785.2,2.7,"Area:40.1 sq km, Population:2320","Infrastructure:304018, Crops:2879, Livelihoods:34576",4,Evacuated:5524,No,Hydrological Department Report,,,,,,,,
Flood,2021-11-11 17:24:40,Shigar,35.8502,74.2746,River Flood,255.9,3326.9,8.9,"Area:47.3 sq km, Population:4876","Infrastructure:357173, Crops:7289, Livelihoods:3018",9,Evacuated:9546,No,Hydrological Department Report,,,,,,,,
Flood,2015-02-13 22:59:33,Shigar,35.3415,74.0736,River Flood,390.0,2486.7,3.5,"Area:29.3 sq km, Population:6055","Infrastructure:137872, Crops:8974, Livelihoods:35848",2,Evacuated:5319,No,Hydrological Department Report,,,,,,,,
Flood,2017-03-07 10:02:37,Shigar,35.0202,75.4959,River Flood,404.2,4175.2,8.6,"Area:38.2 sq km, Population:7151","Infrastructure:444307, Crops:1394, Livelihoods:10822",19,Evacuated:3437,Yes,Hydrological Department Report,,,,,,,,
Flood,2015-11-09 09:35:08,Shigar,35.3238,74.1263,River Flood,398.5,4879.1,7.9,"Area:5.9 sq km, Population:4508","Infrastructure:216352, Crops:6528, Livelihoods:49270",19,Evacuated:897,No,Hydrological Department Report,,,,,,,,
Flood,2019-06-06 17:28:03,Shigar,35.5812,76.2554,Flash Flood,301.9,1039.0,8.1,"Area:37.3 sq km, Population:473","Infrastructure:335755, Crops:7320, Livelihoods:26672",19,Evacuated:1353,No,Hydrological Department Report,,,,,,,,
Flood,2022-12-22 16:23:34,Shigar,35.1001,76.3702,Flash Flood,483.8,1805.5,5.5,"Area:24.2 sq km, Population:6532","Infrastructure:471424, Crops:2643, Livelihoods:35828",18,Evacuated:6311,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-04-21 12:32:06,Shigar,35.3198,74.2942,River Flood,94.3,3435.9,9.7,"Area:7.6 sq km, Population:2474","Infrastructure:112886, Crops:7302, Livelihoods:29893",5,Evacuated:7488,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-12-28 14:54:57,Shigar,35.8682,76.0184,Flash Flood,119.0,1178.0,3.8,"Area:39.4 sq km, Population:8301","Infrastructure:456429, Crops:5268, Livelihoods:29589",22,Evacuated:7508,No,Hydrological Department Report,,,,,,,,
Flood,2016-09-14 04:44:45,Shigar,36.0484,74.721,River Flood,175.5,3257.0,4.0,"Area:39.0 sq km, Population:7497","Infrastructure:250798, Crops:100, Livelihoods:5461",1,Evacuated:2316,No,Hydrological Department Report,,,,,,,,
Flood,2016-09-04 14:38:04,Shigar,35.0288,74.6347,Flash Flood,169.5,4231.3,6.3,"Area:21.8 sq km, Population:5584","Infrastructure:487889, Crops:4462, Livelihoods:24488",5,Evacuated:3300,No,Hydrological Department Report,,,,,,,,
Flood,2014-04-13 17:04:37,Shigar,36.0234,75.7492,Flash Flood,444.4,3273.3,7.8,"Area:21.5 sq km, Population:6703","Infrastructure:119425, Crops:1316, Livelihoods:42109",28,Evacuated:3239,No,Hydrological Department Report,,,,,,,,
Flood,2019-05-21 12:13:00,Shigar,36.8434,76.3331,River Flood,435.2,3808.2,2.6,"Area:46.1 sq km, Population:9190","Infrastructure:244916, Crops:6756, Livelihoods:6326",18,Evacuated:6117,No,Hydrological Department Report,,,,,,,,
Flood,2014-06-30 13:17:19,Shigar,36.6752,76.0882,River Flood,194.1,2574.5,2.3,"Area:13.0 sq km, Population:1511","Infrastructure:472797, Crops:2586, Livelihoods:22340",5,Evacuated:9886,No,Hydrological Department Report,,,,,,,,
Flood,2016-09-08 05:11:48,Shigar,36.6597,76.8547,Urban Flood,342.4,1210.9,4.3,"Area:23.5 sq km, Population:1554","Infrastructure:221437, Crops:278, Livelihoods:48109",26,Evacuated:9220,No,Hydrological Department Report,,,,,,,,
Flood,2022-01-14 12:55:46,Shigar,35.582,74.4878,Urban Flood,426.3,533.7,9.1,"Area:44.7 sq km, Population:2944","Infrastructure:73292, Crops:157, Livelihoods:31591",4,Evacuated:3923,Yes,Hydrological Department Report,,,,,,,,
Flood,2016-12-01 22:59:42,Shigar,35.3443,74.1629,River Flood,309.7,2682.1,7.3,"Area:29.8 sq km, Population:506","Infrastructure:321015, Crops:5778, Livelihoods:35458",14,Evacuated:1413,No,Hydrological Department Report,,,,,,,,
Flood,2013-03-09 10:03:40,Shigar,35.2295,75.9373,River Flood,404.2,3663.0,2.6,"Area:2.3 sq km, Population:1719","Infrastructure:21863, Crops:3539, Livelihoods:23293",25,Evacuated:1584,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-09-13 07:08:26,Shigar,36.423,75.2512,Flash Flood,53.5,2020.0,1.9,"Area:42.2 sq km, Population:1362","Infrastructure:317220, Crops:9476, Livelihoods:15083",16,Evacuated:4893,Yes,Hydrological Department Report,,,,,,,,
Flood,2014-02-08 16:51:04,Shigar,36.1333,74.9624,Flash Flood,376.7,3426.5,5.9,"Area:12.9 sq km, Population:1211","Infrastructure:32098, Crops:6471, Livelihoods:6420",9,Evacuated:9910,No,Hydrological Department Report,,,,,,,,
Flood,2022-12-21 22:35:34,Shigar,35.8239,75.3818,Urban Flood,343.8,959.1,6.7,"Area:28.4 sq km, Population:4790","Infrastructure:462271, Crops:1255, Livelihoods:11989",19,Evacuated:2492,No,Hydrological Department Report,,,,,,,,
Flood,2022-04-13 17:32:16,Shigar,35.0941,74.6364,Flash Flood,340.5,3753.6,3.1,"Area:13.7 sq km, Population:3186","Infrastructure:100891, Crops:7518, Livelihoods:37225",19,Evacuated:3332,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-11-01 02:37:25,Shigar,36.571,74.9388,Flash Flood,172.6,2467.6,4.3,"Area:39.4 sq km, Population:2826","Infrastructure:9728, Crops:4692, Livelihoods:4615",7,Evacuated:2751,No,Hydrological Department Report,,,,,,,,
Flood,2017-09-20 13:04:32,Shigar,35.6727,75.6416,River Flood,330.3,3431.9,1.3,"Area:1.2 sq km, Population:1325","Infrastructure:54713, Crops:2811, Livelihoods:36241",3,Evacuated:8100,No,Hydrological Department Report,,,,,,,,
Flood,2022-03-15 15:01:00,Shigar,36.4419,76.5186,Urban Flood,472.9,591.4,4.6,"Area:15.5 sq km, Population:4223","Infrastructure:310017, Crops:6018, Livelihoods:20411",12,Evacuated:9232,No,Hydrological Department Report,,,,,,,,
Flood,2021-11-18 08:01:18,Shigar,35.7733,74.3171,Flash Flood,381.1,2450.0,2.0,"Area:46.7 sq km, Population:6616","Infrastructure:224817, Crops:5537, Livelihoods:12315",19,Evacuated:1203,No,Hydrological Department Report,,,,,,,,
Flood,2022-02-17 22:49:36,Shigar,36.5333,76.2682,River Flood,373.3,1386.2,5.3,"Area:14.8 sq km, Population:2616","Infrastructure:335242, Crops:7713, Livelihoods:27857",29,Evacuated:9865,No,Hydrological Department Report,,,,,,,,
Flood,2020-03-19 06:40:20,Kharmang,36.4078,75.5922,Urban Flood,409.7,1689.4,1.0,"Area:30.6 sq km, Population:3835","Infrastructure:153743, Crops:2928, Livelihoods:1819",16,Evacuated:4054,Yes,Hydrological Department Report,,,,,,,,
Flood,2018-12-16 05:05:12,Kharmang,36.9183,75.517,River Flood,170.0,3624.0,1.1,"Area:10.5 sq km, Population:1537","Infrastructure:93781, Crops:7312, Livelihoods:44523",19,Evacuated:5591,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-01-05 11:45:51,Kharmang,35.0713,74.0128,River Flood,479.0,2280.0,9.8,"Area:38.9 sq km, Population:2977","Infrastructure:349223, Crops:5331, Livelihoods:26694",4,Evacuated:9062,No,Hydrological Department Report,,,,,,,,
Flood,2017-07-26 22:42:47,Kharmang,36.0897,76.6402,Urban Flood,196.9,1118.6,8.2,"Area:36.8 sq km, Population:6127","Infrastructure:232635, Crops:4462, Livelihoods:3358",1,Evacuated:829,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-01-28 15:25:22,Kharmang,36.7378,74.2355,River Flood,428.0,2658.2,9.9,"Area:7.4 sq km, Population:6450","Infrastructure:435429, Crops:542, Livelihoods:1582",9,Evacuated:3207,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-03-26 17:41:53,Kharmang,35.3339,75.8664,Flash Flood,430.8,2924.2,9.4,"Area:3.3 sq km, Population:5383","Infrastructure:404854, Crops:7047, Livelihoods:32677",1,Evacuated:3997,No,Hydrological Department Report,,,,,,,,
Flood,2018-04-10 09:04:28,Kharmang,35.9514,75.8576,River Flood,186.9,1574.4,1.3,"Area:6.7 sq km, Population:7983","Infrastructure:47031, Crops:6883, Livelihoods:1044",18,Evacuated:7741,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-10-07 08:03:12,Kharmang,36.6688,76.7454,Flash Flood,481.1,3218.2,8.8,"Area:11.1 sq km, Population:6595","Infrastructure:325590, Crops:6257, Livelihoods:12460",21,Evacuated:6617,No,Hydrological Department Report,,,,,,,,
Flood,2017-01-17 21:56:55,Kharmang,36.8348,75.3898,Flash Flood,259.1,1920.7,8.5,"Area:38.5 sq km, Population:2355","Infrastructure:40574, Crops:7246, Livelihoods:35284",30,Evacuated:5216,No,Hydrological Department Report,,,,,,,,
Flood,2022-03-07 06:05:13,Kharmang,35.2334,74.6897,River Flood,310.6,1629.2,9.2,"Area:4.0 sq km, Population:824","Infrastructure:181017, Crops:830, Livelihoods:49778",18,Evacuated:5178,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-01-29 01:56:20,Kharmang,36.8216,75.3468,Urban Flood,58.8,3459.7,4.7,"Area:9.4 sq km, Population:9415","Infrastructure:344235, Crops:7572, Livelihoods:31411",25,Evacuated:1283,Yes,Hydrological Department Report,,,,,,,,
Flood,2021-01-01 16:25:30,Kharmang,36.7429,76.3753,River Flood,350.6,4311.3,7.0,"Area:25.9 sq km, Population:9569","Infrastructure:483021, Crops:7152, Livelihoods:41211",9,Evacuated:6922,No,Hydrological Department Report,,,,,,,,
Flood,2017-07-13 08:50:23,Kharmang,35.8005,74.3251,River Flood,388.8,3567.9,2.8,"Area:28.3 sq km, Population:4740","Infrastructure:148343, Crops:5557, Livelihoods:10201",10,Evacuated:3256,No,Hydrological Department Report,,,,,,,,
Flood,2019-09-07 00:43:38,Kharmang,36.0062,74.1831,River Flood,428.3,4978.2,7.0,"Area:15.8 sq km, Population:5517","Infrastructure:15920, Crops:6436, Livelihoods:7455",24,Evacuated:6389,No,Hydrological Department Report,,,,,,,,
Flood,2016-12-27 14:56:37,Kharmang,35.5084,76.2178,Urban Flood,458.8,1128.9,5.0,"Area:42.4 sq km, Population:4369","Infrastructure:47645, Crops:8902, Livelihoods:49905",13,Evacuated:5508,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-05-30 23:15:32,Kharmang,36.9105,75.9955,Flash Flood,364.1,3208.7,3.6,"Area:35.9 sq km, Population:4075","Infrastructure:360042, Crops:7949, Livelihoods:20171",1,Evacuated:7690,No,Hydrological Department Report,,,,,,,,
Flood,2021-04-05 16:58:26,Kharmang,35.4059,74.9358,Flash Flood,347.2,4875.1,1.1,"Area:3.8 sq km, Population:4885","Infrastructure:286863, Crops:9966, Livelihoods:35101",26,Evacuated:7695,Yes,Hydrological Department Report,,,,,,,,
Flood,2020-03-08 17:35:16,Kharmang,35.6265,75.9249,River Flood,73.2,1215.9,7.8,"Area:23.6 sq km, Population:3446","Infrastructure:343925, Crops:5132, Livelihoods:41402",14,Evacuated:8877,No,Hydrological Department Report,,,,,,,,
Flood,2018-06-10 15:56:32,Kharmang,35.3816,75.4201,River Flood,309.5,3161.8,3.5,"Area:21.3 sq km, Population:2669","Infrastructure:222861, Crops:9966, Livelihoods:23894",28,Evacuated:8677,No,Hydrological Department Report,,,,,,,,
Flood,2020-10-14 13:20:57,Kharmang,35.7668,76.9798,Urban Flood,132.2,1679.7,3.2,"Area:16.0 sq km, Population:4537","Infrastructure:492903, Crops:436, Livelihoods:10432",11,Evacuated:4380,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-10-15 07:49:23,Kharmang,35.1032,75.9355,Flash Flood,459.5,569.7,1.5,"Area:37.5 sq km, Population:5440","Infrastructure:290877, Crops:450, Livelihoods:43931",1,Evacuated:9826,No,Hydrological Department Report,,,,,,,,
Flood,2016-09-21 23:07:30,Nagar,35.1589,75.1386,Urban Flood,148.0,316.5,1.9,"Area:7.9 sq km, Population:6321","Infrastructure:199244, Crops:5119, Livelihoods:4839",17,Evacuated:9569,Yes,Hydrological Department Report,,,,,,,,
Flood,2017-11-23 23:15:41,Nagar,36.2848,75.4927,Flash Flood,362.3,3897.0,3.1,"Area:33.4 sq km, Population:6925","Infrastructure:253964, Crops:7895, Livelihoods:38536",1,Evacuated:6501,Yes,Hydrological Department Report,,,,,,,,
Flood,2013-06-28 21:22:39,Nagar,35.8835,75.6126,Urban Flood,254.3,3706.5,6.0,"Area:41.3 sq km, Population:1207","Infrastructure:6810, Crops:7374, Livelihoods:36238",5,Evacuated:9215,Yes,Hydrological Department Report,,,,,,,,
Flood,2019-07-20 01:08:28,Nagar,35.9302,76.1056,Flash Flood,432.9,4030.7,5.5,"Area:3.7 sq km, Population:1949","Infrastructure:276579, Crops:3923, Livelihoods:23443",26,Evacuated:6921,No,Hydrological Department Report,,,,,,,,
Flood,2015-07-20 02:53:36,Nagar,35.3974,76.7697,Urban Flood,217.8,1878.6,4.4,"Area:19.0 sq km, Population:3588","Infrastructure:389633, Crops:9183, Livelihoods:38882",7,Evacuated:6935,Yes,Hydrological Department Report,,,,,,,,
